anatomy,acceleration,metric,competitor,n_slices,mean_ours,mean_competitor,median_diff,ci95_low,ci95_high,median_diff_pp,ci95_low_pp,ci95_high_pp,cohens_d,d_ci_low,d_ci_high,rank_biserial,wilcoxon_p,ttest_p,direction
pd_knee,12,ssim,diffusion+poisson,281,0.9365340986476869,0.9269949299288256,0.006815299999999969,0.005091599999999974,0.008909599999999962,0.6815299999999969,0.5091599999999974,0.8909599999999962,0.7860972082267363,0.6517406655093996,0.9193657075986343,0.7953610459099972,6.829067773925419e-31,3.5164442726627436e-31,ours_better
pd_knee,16,ssim,diffusion+poisson,281,0.9276233296797153,0.9131971525622775,0.011673399999999945,0.010561449999999972,0.01323717999999996,1.1673399999999945,1.0561449999999972,1.323717999999996,1.0217783806323322,0.8768523721212089,1.1654755270334203,0.9312990585800459,1.0138949921221503e-41,1.7497021555036553e-45,ours_better
pd_knee,20,ssim,diffusion+poisson,281,0.9179918834875446,0.9049996433096086,0.010007700000000064,0.007816299999999998,0.01256395999999993,1.0007700000000064,0.7816299999999998,1.256395999999993,0.7875965038001574,0.6531789764270516,0.920924832126916,0.7834986497059641,5.0052620426252935e-30,2.862901305143435e-31,ours_better
pdfs_knee,4,nrmse,diffusion+loupe,270,0.11104647039470673,0.1268790545994062,0.0151762245059371,0.014649245920668352,0.016464867696027147,,,,2.3937595578211535,2.158373724146654,2.627831104186351,1.0,4.9273748175044165e-46,1.4717697476812e-113,ours_better
pdfs_knee,8,nrmse,diffusion+loupe,270,0.12696141577365042,0.14219417786226354,0.015205492365519956,0.013958716068240506,0.015869046184719945,,,,2.301542219535603,2.0728233423125255,2.528935164530386,1.0,4.9273748175044165e-46,1.1403197311508417e-109,ours_better
pdfs_knee,12,nrmse,diffusion+loupe,270,0.135319902681788,0.1485960275050253,0.013282854084620994,0.01233401424483932,0.013962026992108093,,,,2.171256329964919,1.9518312427035927,2.3893395014037098,1.0,4.9273748175044165e-46,5.4575811429335923e-104,ours_better
pdfs_knee,16,nrmse,diffusion+loupe,270,0.14124270794271038,0.1526081918334553,0.011397151753710894,0.010438803756801104,0.011996368566718976,,,,2.0337819710549576,1.823984991350091,2.242221386046245,1.0,4.9273748175044165e-46,9.471182137201984e-98,ours_better
pdfs_knee,20,nrmse,diffusion+loupe,270,0.14589150038433008,0.1558308685363216,0.009936225349046895,0.009206181161600449,0.01051098226284259,,,,1.8842988203456061,1.6847329202001935,2.0824926730143063,1.0,4.9273748175044165e-46,1.150086771256609e-90,ours_better
pdfs_knee,4,nrmse,diffusion+poisson,270,0.11104647039470673,0.11595355684794344,0.004619633456144599,0.00414612531875555,0.0050135417006975935,,,,2.2999885811790306,2.0713814211542676,2.52726961438974,1.0,4.9273748175044165e-46,1.3288178675124647e-109,ours_better
pdfs_knee,8,nrmse,diffusion+poisson,270,0.12696141577365042,0.1364766961310098,0.008787671457562797,0.0078523951930543,0.009927883100155188,,,,2.1580317320914224,1.9395411706946895,2.3751788054130945,1.0,4.9273748175044165e-46,2.1185670510357352e-103,ours_better
pdfs_knee,12,nrmse,diffusion+poisson,270,0.135319902681788,0.1494565922150786,0.0136360641704057,0.012745712956543698,0.01512194654732181,,,,2.2028640959669428,1.9811986192999704,2.423191458824646,0.9999453327866612,4.982594639364292e-46,2.1806822668013293e-105,ours_better
pdfs_knee,16,nrmse,diffusion+poisson,270,0.14124270794271038,0.1587237026428124,0.0173843897001648,0.016150825274715702,0.018531318587476805,,,,2.235716732365283,2.0117127089005837,2.458386651598253,0.999453327866612,5.508119777539207e-46,7.92670438834572e-107,ours_better
pdfs_knee,20,nrmse,diffusion+poisson,270,0.14589150038433008,0.16314082120221346,0.016947804578721838,0.01544188558803139,0.01892401354959581,,,,2.1862735930315442,1.9657852529043456,2.405421816311615,0.9991253245865792,5.8887546896597354e-46,1.1774519010766329e-104,ours_better
pdfs_knee,4,psnr,diffusion+loupe,270,36.51171452580214,35.018624343958166,1.5148857829901452,1.4117933008688688,1.620380353752907,,,,2.232204713672576,2.00845115940205,2.454623732567353,1.0,4.9273748175044165e-46,1.1279840869034373e-106,ours_better
pdfs_knee,8,psnr,diffusion+loupe,270,35.0824494843426,33.91279423655566,1.2222655771435242,1.1200198320877064,1.2817318071124255,,,,1.9903457120314794,1.7835487363063327,2.1957805816726155,1.0,4.9273748175044165e-46,1.0050396477157875e-95,ours_better
